Estado,Cidade,Bairros
TO,Palmas,"Rua Allan Sampaio, Quadra 18"
TO,Palmas,"Rua T 02, Q 02 ,lt 07, S/n - Santa Fé, Palmas - To, 77064-566"
TO,Palmas,Samu
TO,Palmas,Santa Bárbara
TO,Palmas,Santa Fe Ii
TO,Palmas,Santa Fe Taquaralto
TO,Palmas,Santa Fe Vi
TO,Palmas,Santa Fé
TO,Palmas,Santa Fé (taquaralto)
TO,Palmas,Santa Fé 01
TO,Palmas,Santa Fé 04
TO,Palmas,Santa fé 1
TO,Palmas,Santa fé 2
TO,Palmas,Santa Fé 2ª Etapa
TO,Palmas,Santa fé 3
TO,Palmas,Santa fé 4
TO,Palmas,Santo Amaro
TO,Palmas,Santo Amaro (arne 81)
TO,Palmas,"Santo Amaro, Alameda 12"
TO,Palmas,Santo Amora
TO,Palmas,Saída Para Aparecida
TO,Palmas,Sem Bairro
TO,Palmas,Seror Sul
TO,Palmas,Setor recanto Das Araras 1
TO,Palmas,Setor recanto Das Araras 2
TO,Palmas,Setor Aeroporto
TO,Palmas,Setor Aureny
TO,Palmas,Setor Aureny 1
TO,Palmas,Setor Aureny 2
TO,Palmas,Setor Aureny 3
TO,Palmas,Setor Aureny 3l
TO,Palmas,Setor Aureny 4
TO,Palmas,Setor Bela Vista
TO,Palmas,Setor Bela Vista (taquaralto
TO,Palmas,Setor Bela Vista (Taquaralto)
TO,Palmas,Setor Bertavilly
TO,Palmas,Setor Buritis
TO,Palmas,Setor Fumaça
TO,Palmas,Setor Industrial
TO,Palmas,Setor Irmão Dulce
TO,Palmas,Setor Janaína
TO,Palmas,Setor Jardim Bela Vista
TO,Palmas,Setor Jardim Laila
TO,Palmas,Setor Jardim Paulista
TO,Palmas,Setor Jardim Vitoria 2
TO,Palmas,Setor Lago Norte
TO,Palmas,Setor Lago Sul
TO,Palmas,Setor Layla
TO,Palmas,Setor Leste
TO,Palmas,Setor Maria Rosa
TO,Palmas,Setor Mary Camargo
TO,Palmas,Setor Morada Do Sol
TO,Palmas,Setor Morada Do Sol taquaralto
TO,Palmas,Setor Morada do Sol (Taquaralto)
TO,Palmas,Setor Morada do Sol 1
TO,Palmas,Setor Morada Do Sol 2
TO,Palmas,Setor Morada do Sol 2 (Taquaralto)
TO,Palmas,Setor Morada do Sol 3
TO,Palmas,Setor Morada do Sol 3 (Taquaralto)
TO,Palmas,Setor Nordeste
TO,Palmas,Setor Norte
TO,Palmas,Setor Recanto das Araras 1
TO,Palmas,Setor Recanto das Araras 2
TO,Palmas,Setor Santa Barbara
TO,Palmas,Setor Santa Barbara- Ipê Amarelo
TO,Palmas,Setor Santa Fé (Taquaralto)
TO,Palmas,Setor Santa Fé 1
TO,Palmas,Setor Santa Fé 2
TO,Palmas,Setor Santa Fé 2 (Taquaralto)
TO,Palmas,Setor Santa Fé 3
TO,Palmas,Setor Santa Fé 3 (Taquaralto)
TO,Palmas,Setor Santa Fé 4
TO,Palmas,Setor Santa Fé Rural
TO,Palmas,Setor Santa Helena
TO,Palmas,Setor Santo Amaro
TO,Palmas,"Setor Santo Amaro, Residencial Santo Amaro"
TO,Palmas,Setor Sol Nascente
TO,Palmas,Setor Sol Nascente (Taquaralto)
TO,Palmas,Setor Sul
TO,Palmas,Setor Sul (Taquaralto)
TO,Palmas,Setor Sul Taquaralto
TO,Palmas,Setor Sítio Ecológico Belo Horizonte
TO,Palmas,Setor Sônia Regina
TO,Palmas,Setor Sônia Regina (Taquaralto)
TO,Palmas,Setor Taquaralto
TO,Palmas,Setor Universitario
TO,Palmas,Setor União Sul
TO,Palmas,Setor Vale do Sol
TO,Palmas,Setor Vale do Sol (Taquaralto)
TO,Palmas,Setor Vista Alegre
TO,Palmas,Setor Vitória 1
TO,Palmas,Setor Vitória 2
TO,Palmas,Setor. Norte
TO,Palmas,Sol Nascente
TO,Palmas,Sonho Meu
TO,Palmas,Sonia Regina
TO,Palmas,St. Bela Vista (taquaralto)
TO,Palmas,St. Janaina (taquaralto)
TO,Palmas,St. Jardim Paulista (taquaralto)
TO,Palmas,St. Jardim Vitória 2
TO,Palmas,St. Morada Do Sol (taquaralt
TO,Palmas,St. Morada Do Sol (taquaralto)
TO,Palmas,St. Morada Do Sol 2 (taquaralto)
TO,Palmas,St. Morada Do Sol 3 (taquaralto)
TO,Palmas,St. Palmas Sul
TO,Palmas,St. Santa Fe (taquaralto)
TO,Palmas,St. Santa Fe 2 (taquaralto)
TO,Palmas,St. Sol Nascente (taquaralto)
TO,Palmas,St. Sonia Regina (taquaralto)
TO,Palmas,St. Sul (taquaralto)
TO,Palmas,St. Uniao Sul
TO,Palmas,St. Universitario
TO,Palmas,St. Vale Do Sol (taquaralto)
TO,Palmas,Sul
TO,Palmas,São João Da Palma
TO,Palmas,Sítio Ecológico/belo Horizonte
TO,Palmas,T21 Conjunto 39 Lote 3
TO,Palmas,T23 Ns10 Conjunto 28
TO,Palmas,Taguari
TO,Palmas,Taquaralto
TO,Palmas,Taquaralto (centro)
TO,Palmas,Taquaralto - Santa Fé
TO,Palmas,Taquaralto I
TO,Palmas,Taquaralto Ii
TO,Palmas,Taquaralto Iv
TO,Palmas,Taquaralto V
TO,Palmas,Taquari
TO,Palmas,Taquari T 30
TO,Palmas,Taquarussu
TO,Palmas,Taquary
TO,Palmas,Thierry Guimaraes Almeida
TO,Palmas,To 010
TO,Palmas,To 050
TO,Palmas,To-080
TO,Palmas,Uft
TO,Palmas,Uft Reitoria
TO,Palmas,Uniao
TO,Palmas,Uniao Sul
TO,Palmas,Upa Norte
TO,Palmas,Vale Do Sol
TO,Palmas,Vicinal 11 Taquaralto
TO,Palmas,Vila Militar
TO,Palmas,Vila Militar Do Exercito
TO,Palmas,Vila Naval
TO,Palmas,Vitória Au Lado Do Lago Norte Perto Da Durax
TO,Palmas,Zona Rural
TO,Palmas,Água Fria
TO,Palmas,Água Fria Água Boa
TO,Palmas,Área Rural de Palmas
SP,Cananéia,CARIJO
SP,Cananéia,Centro
SP,Cananéia,CENTRO HISTORICO
SP,Cananéia,ESTRADA BALSA / MOSQUITEIRO
SP,Cananéia,ESTRADA DO BRUCONHA
SP,Cananéia,ESTRADA QUARENTENARIA
SP,Cananéia,Genérico
SP,Cananéia,Itapitangui
SP,Cananéia,NOVA CANANÉIA
SP,Cananéia,RETIRO DAS CARAVELAS
SP,Cananéia,ROCIO
SP,Cananéia,SÃO PAULO BAGRE
SP,Cananéia,VILA CABANA
MG,Espera Feliz,ESPERA FELIZ (CIDADE)
MG,Espera Feliz,Genérico
BA,Salvador,CEASINHA
BA,Salvador,Centro
BA,Salvador,Centro Administrativo da Bahia
BA,Salvador,Centro De Convencoes De Salvador
BA,Salvador,Centro Historico
BA,Salvador,Centro Região
BA,Salvador,Chame Chame
BA,Salvador,Chame-Chame
BA,Salvador,Chapada Do Rio Vermelho
BA,Salvador,Chopm1
BA,Salvador,Cidade Jardim
BA,Salvador,Cidade Nova
BA,Salvador,Cidade Universitária
BA,Salvador,Cidadela
BA,Salvador,Cohab Massangano
BA,Salvador,Cohab V
BA,Salvador,Cohab V (cinco)
BA,Salvador,Cohab Vi (seis)
BA,Salvador,Coisa
BA,Salvador,Colina 2 De Periperi
BA,Salvador,Colina Azul
BA,Salvador,Colina da Mussurunga
BA,Salvador,Colina De Mussurunga
BA,Salvador,Colinas De Periperi
BA,Salvador,Colinas De Periperi 2
BA,Salvador,Colinas De Pituaçu
BA,Salvador,Comendador Neiva (Ilha de Bom Jesus dos Passos)
BA,Salvador,Comércio
BA,Salvador,Cond Santa Maria
BA,Salvador,Condominio 2000
BA,Salvador,Condominio Mais Viver Villages
BA,Salvador,Condominio Manhatan
BA,Salvador,Condominio Morada Das Arvores
BA,Salvador,Condominio Pomar Do Cabula
BA,Salvador,Condomínio Arvoredo
BA,Salvador,Condomínio Lagoa Azul
BA,Salvador,Condomínio Mais Viver
BA,Salvador,Condomínio Terra Dos Sonhos
BA,Salvador,Condomínio Vila Das Palmeiras
BA,Salvador,Conjuntinho
BA,Salvador,"Conjunto Acm, Cabula 1"
BA,Salvador,Conjunto Bahia De Todos Os Santo
BA,Salvador,Conjunto Bahia De Todos Os Santos
BA,Salvador,Conjunto Bahia De Todos Os St.
BA,Salvador,Conjunto Baia De Todos Os Santos
BA,Salvador,Conjunto Senhor Do Bonfim
BA,Salvador,Conjunto Vista Alegre
BA,Salvador,Contorno
BA,Salvador,Coreia
BA,Salvador,Corredor Da Vitória
BA,Salvador,Corsario
BA,Salvador,Cosme de Farias
BA,Salvador,Cosme E Damião
BA,Salvador,Costa Azul
BA,Salvador,Costa de Fora (Ilha dos Frades)
BA,Salvador,Costa Sul
BA,Salvador,Costa Zul
BA,Salvador,Coutos
BA,Salvador,Curuzu
BA,Salvador,D
BA,Salvador,Da Barra
BA,Salvador,Da Liberdade
BA,Salvador,Daniel Lisboa
BA,Salvador,De Abril
BA,Salvador,Dique
BA,Salvador,Distrito Industrial
BA,Salvador,Dois de Julho
BA,Salvador,Dois Leões
BA,Salvador,Dom Avelar
BA,Salvador,Dom Jose Rodrigues (juazeiro 4)
BA,Salvador,Dom Malan
BA,Salvador,Dom Tomaz
BA,Salvador,don avelar
BA,Salvador,Doron
BA,Salvador,Doron Desce A Ladeira No Meio Da Ladeira
BA,Salvador,E
BA,Salvador,Edf
BA,Salvador,Edf. Bela Vista Modern Life
BA,Salvador,Edifício Maria Amélia
BA,Salvador,Em Frente Ao Cabula 4
BA,Salvador,Empresarial Presscolor
BA,Salvador,Eng Velho
BA,Salvador,Eng Velho Brotas
BA,Salvador,Engenho de Maré (Ilha de Maré)
BA,Salvador,Engenho Velho da Federação
BA,Salvador,Engenho Velho de Brotas
BA,Salvador,Engenho Velho de Federação
BA,Salvador,Engomadeira
BA,Salvador,Entrada Do Vila Verde
BA,Salvador,Escada
BA,Salvador,Estação Pirajá
BA,Salvador,Estella Maris
BA,Salvador,Estrada Da Mata Escura
BA,Salvador,Estrada Das Barreiras
BA,Salvador,Estrada De Barreiras
BA,Salvador,Estrada Do Coco
BA,Salvador,Estrada Velha
BA,Salvador,Estrada Velha km12 Espaço De Eventos Adez
BA,Salvador,Estrada velha (até fazenda grande IV)
BA,Salvador,Estrada velha (até o cond verde vida)
BA,Salvador,Estrada Velha De Periperi
BA,Salvador,Estrada Velha Do Aeroporto
BA,Salvador,Expedito De Almeida Nascimento
BA,Salvador,Expedito Nascimento
BA,Salvador,Farol Da Barra
BA,Salvador,Farol de Itapuã
BA,Salvador,Faz Grande 04
BA,Salvador,Faz. Coutos
BA,Salvador,Faz. Coutos 1
BA,Salvador,Faz. Grande Do Retiro
BA,Salvador,Fazenda Cassange
BA,Salvador,Fazenda Coutos
BA,Salvador,Fazenda Garcia
BA,Salvador,Fazenda Grande
BA,Salvador,Fazenda Grande 1
BA,Salvador,Fazenda Grande 1 - Cajazeiras
BA,Salvador,Fazenda grande 1 da Boca da mata
BA,Salvador,Fazenda Grande 2
BA,Salvador,Fazenda grande 2 da Boca da mata
BA,Salvador,Fazenda Grande 2 Loteamento Parque São José
BA,Salvador,Fazenda Grande 3
BA,Salvador,Fazenda Grande 3 - Cajazeiras
BA,Salvador,Fazenda grande 3 da Boca da mata
BA,Salvador,Fazenda Grande 4
BA,Salvador,Fazenda Grande 4 Boca Da Mata
BA,Salvador,Fazenda grande 4 da Boca da mata
BA,Salvador,Fazenda Grande 4 das casas
BA,Salvador,Fazenda Grande 4 dos apartamento
BA,Salvador,Fazenda Grande do Retiro
BA,Salvador,Fazenda Grande I
BA,Salvador,Fazenda Grande II
BA,Salvador,Fazenda Grande III
BA,Salvador,Fazenda Grande IV
BA,Salvador,Federação
BA,Salvador,Federação apart- 101
BA,Salvador,Fernando Idalino
BA,Salvador,Ferreira Santos
BA,Salvador,FG
BA,Salvador,Flamengo
BA,Salvador,Flobayans
BA,Salvador,Fonte Nova (Ilha de Bom Jesus dos Passos)
BA,Salvador,Formiga De São Caetano
BA,Salvador,Frederico Costa
BA,Salvador,Fzd Grande Jaqueira
BA,Salvador,Gal Costa
BA,Salvador,Galpão01
BA,Salvador,Gamboa
BA,Salvador,Garcia
BA,Salvador,Garibalde
BA,Salvador,Garibaldi
BA,Salvador,Genérico
BA,Salvador,Gercino Coelho
BA,Salvador,Gra A
BA,Salvador,Grajazeiras
BA,Salvador,Grajazeiras 1
BA,Salvador,Grajazeiras 10
BA,Salvador,Grajazeiras 11
BA,Salvador,Grajazeiras 12
BA,Salvador,Grajazeiras 2
BA,Salvador,Grajazeiras 3
BA,Salvador,Grajazeiras 4
BA,Salvador,Grajazeiras 5
BA,Salvador,Grajazeiras 6
BA,Salvador,Grajazeiras 7
BA,Salvador,Grajazeiras 8
BA,Salvador,Grajazeiras 9
BA,Salvador,Granjas Rurais
BA,Salvador,Granjas Rurais Pres. Varg
BA,Salvador,Granjas Rurais Pres. Vargas
BA,Salvador,Granjas Rurais Presidente Vargas
BA,Salvador,Granjas Rurais Presidentes Vargas
BA,Salvador,Graça
BA,Salvador,Graça - Edf Piazza Venezia
BA,Salvador,Graça/vitória
BA,Salvador,Graças
BA,Salvador,Green Vile
BA,Salvador,Greenville
BA,Salvador,Guarani
BA,Salvador,Henrique Leite
BA,Salvador,Horto
BA,Salvador,Horto Bela Vista
BA,Salvador,Horto Bella Vista
BA,Salvador,Horto Florestal
BA,Salvador,Hospital do subúrbio
BA,Salvador,Hospital Eladio Lacerda
BA,Salvador,HOSPITAL ROBERTO SANTOS
BA,Salvador,Hotel
BA,Salvador,Hotel Mercury
BA,Salvador,Iapi
BA,Salvador,Ibis
BA,Salvador,Iguatemi
BA,Salvador,Ilha Amarela
BA,Salvador,Ilha de são João
BA,Salvador,Imbuí
BA,Salvador,Imbuí apart-1002
BA,Salvador,Imbuí apart-906
BA,Salvador,Ipitanga
BA,Salvador,Itaberaba
BA,Salvador,Itacaranha
BA,Salvador,Itacaranhapad
BA,Salvador,Itaiagara
BA,Salvador,Itaigara
BA,Salvador,Itamoabo (Ilha de Maré)
BA,Salvador,Itapagipe
BA,Salvador,Itapoa
BA,Salvador,Itapoan
BA,Salvador,Itapoã 2
BA,Salvador,Itapuã
BA,Salvador,Itapuã Salvador
BA,Salvador,Itinga
BA,Salvador,Itinga - Parque São Paulo
BA,Salvador,J Apipema
BA,Salvador,J Armação
BA,Salvador,J. Armação - B. Do Ri
BA,Salvador,Jaguaribe
BA,Salvador,Jaguaribe I
BA,Salvador,Jaguaripe 1
BA,Salvador,Jaguaripe I
BA,Salvador,Jaiara
BA,Salvador,Jardi Margaridas
BA,Salvador,Jardim - Santa Teresa
BA,Salvador,Jardim Alvorada
BA,Salvador,Jardim Amazonas
BA,Salvador,Jardim Apipema
BA,Salvador,Jardim Apipena
BA,Salvador,Jardim Armacao
BA,Salvador,Jardim Armação Edf. Wave Exclusive Apartments - Nº 60
BA,Salvador,Jardim Bahiano
BA,Salvador,Jardim Baiano
BA,Salvador,Jardim Brasil
BA,Salvador,Jardim Brasília
BA,Salvador,Jardim Cajazeiras
BA,Salvador,Jardim Cruzeiro
BA,Salvador,Jardim das Margaridas
BA,Salvador,Jardim Das Margaritas
BA,Salvador,Jardim De Ala
BA,Salvador,Jardim De Alah
BA,Salvador,Jardim De Margaridas
BA,Salvador,Jardim Dos Passaros
BA,Salvador,Jardim Esperança
BA,Salvador,Jardim Guanabara
BA,Salvador,Jardim Guararapes
BA,Salvador,Jardim Jaragua
BA,Salvador,Jardim Lobato
BA,Salvador,Jardim Maravilha
BA,Salvador,Jardim Meu Ideal
BA,Salvador,Jardim Nova Esperança
BA,Salvador,Jardim Novo Encontro
BA,Salvador,Jardim Piata
BA,Salvador,Jardim Pituba
BA,Salvador,Jardim Placafor
BA,Salvador,Jardim Placaford
BA,Salvador,Jardim Santa Mônica
BA,Salvador,Jardim Santa Teresa
BA,Salvador,Jardim Santa Teresa - Luís Anselmo
BA,Salvador,Jardim Santo Inácio
BA,Salvador,Jardim Se Alah
BA,Salvador,Jardim São Paulo
BA,Salvador,Jardim Tropical
BA,Salvador,Jardim Universitário
BA,Salvador,Jardim Vitória
BA,Salvador,Jardins das Margaridas
BA,Salvador,Jatobá
BA,Salvador,Jaua
BA,Salvador,Jd Das Margaridas
BA,Salvador,Jd. N. Esperanãa
BA,Salvador,José E Maria
BA,Salvador,João De Deus
BA,Salvador,Km 5
BA,Salvador,Km-2
BA,Salvador,LADEIRA CRUX REDENÇÃO
BA,Salvador,Ladeira Da Barra
BA,Salvador,Lama Preta
BA,Salvador,Lapinha
BA,Salvador,Largo De Nazaré
BA,Salvador,Largo De Roma
BA,Salvador,Largo Do Tamarineiro
BA,Salvador,Largo Do Tanque
BA,Salvador,Largo do Tanque (Ilha de Bom Jesus dos Passos)
BA,Salvador,Largo Dois De Julho
BA,Salvador,Lauro de Freitas
BA,Salvador,Lauros De Freitas
BA,Salvador,Le Parc
BA,Salvador,Le Parc - Paralela
BA,Salvador,Liberdade
BA,Salvador,Liberdade/ Soledade
BA,Salvador,Lobato
BA,Salvador,Lot Pq St Maris
BA,Salvador,Lot. Pedra Do Sal
BA,Salvador,Loteamento - Alphaville I
BA,Salvador,Loteamento Aquarius
BA,Salvador,Loteamento Colina Do Rio
BA,Salvador,Loteamento Recife
BA,Salvador,Loteamento Vale Dourado
BA,Salvador,Loteamento Vila Nova ( Santa Barbará)
BA,Salvador,Luis Ana
BA,Salvador,Luis Anselmo
BA,Salvador,Luis Eduardo de Itapuã
BA,Salvador,Luiz Alselmo
BA,Salvador,Luiz Anselmo
BA,Salvador,"Luiz Anselmo apt 707,"
BA,Salvador,Luso
BA,Salvador,Luís Anselmo / Vila Laura
BA,Salvador,Macaúbas
BA,Salvador,Machado
BA,Salvador,Mal. Rondon
BA,Salvador,Mangueira
BA,Salvador,Manhattan
BA,Salvador,Manhattan Square - Paralela
BA,Salvador,Manoel Dias
BA,Salvador,Maracanã (Ilha de Maré)
BA,Salvador,Marechal Rondom
BA,Salvador,Marechal Rondon
BA,Salvador,Mares
BA,Salvador,Maria Auxiliadora
BA,Salvador,Maringá
BA,Salvador,Martatu Brotas
BA,Salvador,Martelo (Ilha de Maré)
BA,Salvador,Massaranduba
BA,Salvador,Mata Atlântica (Ilha de Maré)
BA,Salvador,Mata Escura
BA,Salvador,Matatu
BA,Salvador,Matatu Brotas
BA,Salvador,Matatu De Brotas
BA,Salvador,Merces
BA,Salvador,Meu Bairro Não Está Na Lista
BA,Salvador,Mirantes de Peri Peri
BA,Salvador,Mirantes De Periperi
BA,Salvador,Mirantes De Periperi/ Rio Sena
BA,Salvador,Monte Castelo
BA,Salvador,Monte Do Conselho
BA,Salvador,Monte Serrat
BA,Salvador,Moradas Da Lagoa
BA,Salvador,Morro Do Gato
BA,Salvador,Morro Do Ipiranga
BA,Salvador,Mussrunga Setor G
BA,Salvador,Mussuranga setor a
BA,Salvador,Mussuranga setor b
BA,Salvador,Mussuranga setor c
BA,Salvador,Mussuranga setor d
BA,Salvador,Mussuranga setor e
BA,Salvador,Mussuranga setor f
BA,Salvador,Mussuranga setor g
BA,Salvador,Mussuranga setor h
BA,Salvador,Mussuranga setor i
BA,Salvador,Mussuranga setor j
BA,Salvador,Mussuranga setor L
BA,Salvador,Mussurunga
BA,Salvador,Mussurunga 1
BA,Salvador,Mussurunga 1
BA,Salvador,Mussurunga 1 Setor A
BA,Salvador,Mussurunga 1 Setor B
BA,Salvador,Mussurunga 2
BA,Salvador,Mussurunga 2 Setor I
BA,Salvador,Mussurunga 3
BA,Salvador,Mussurunga I
BA,Salvador,Mussurunga I Final De Linha Setor G
BA,Salvador,Mussurunga I Setor B
BA,Salvador,"Mussurunga I, Setor H"
BA,Salvador,Mussurunga Ii
BA,Salvador,"Mussurunga Ii, Setor J"
BA,Salvador,Mussurunga Ii. setor L
BA,Salvador,Mussurunga Setor A
BA,Salvador,Mussurunga Setor B
BA,Salvador,Mussurunga Setor C
BA,Salvador,Mussurunga Setor D
BA,Salvador,Mussurunga Setor E
BA,Salvador,Mussurunga Setor F
BA,Salvador,Mussurunga Setor G
BA,Salvador,Mussurunga Setor H
BA,Salvador,Mussurunga Setor I
BA,Salvador,Mussurunga Setor Ii
BA,Salvador,Mussurunga Setor J
BA,Salvador,Mussurunga Setor L
BA,Salvador,"Mussurunga, Setor-b"
BA,Salvador,Mussurunga1
BA,Salvador,Mussurunga11
BA,Salvador,Mussurunga2 Setor I
BA,Salvador,N. São Da Luz
BA,Salvador,Na Av. Paralela
BA,Salvador,Naramdiba
BA,Salvador,Narandiba
BA,Salvador,Narandiba .
BA,Salvador,Narandiba Cabula 5
BA,Salvador,Narazé
BA,Salvador,Nazaré
BA,Salvador,Nazaré/fonte Nova
BA,Salvador,Neves (Ilha de Maré)
BA,Salvador,Nordeste
BA,Salvador,Nordeste De Amaralina
BA,Salvador,Nova Brasília
BA,Salvador,Nova Brasília (Ilha de Bom Jesus dos Passos)
BA,Salvador,Nova Brasília - Condomínio 2 De Julho Life
BA,Salvador,Nova Brasília de Itapuã
BA,Salvador,Nova Brasília de Valéria
BA,Salvador,Nova Brasília Estrada Velha
BA,Salvador,Nova Brasília/ Condomínio Bosque Das Mangueiras 1
BA,Salvador,Nova Contituinte
BA,Salvador,Nova Esperanca
BA,Salvador,Nova Sussuarana
BA,Salvador,Novo Horizonte
BA,Salvador,Novo Horizonte/sussuarana
BA,Salvador,Novo Marotinho
BA,Salvador,O Lado Do Salvador Shopping caminho Das Arvores
BA,Salvador,Ogunjá
BA,Salvador,Ondima
BA,Salvador,Ondina
BA,Salvador,Oratório (Ilha de Maré)
BA,Salvador,Orla
BA,Salvador,Orlando Gomes
BA,Salvador,Ouro Preto
BA,Salvador,P. Do Flamengo
BA,Salvador,P. Flamengo
BA,Salvador,Padre Cícero
BA,Salvador,Padre Vicente (codevasf)
BA,Salvador,Palestina
BA,Salvador,Palhinhas
BA,Salvador,Palmares
BA,Salvador,Paralela
BA,Salvador,Paralela apart-2105
BA,Salvador,Paralela/saboeiro
BA,Salvador,Paralelq
BA,Salvador,Parallel
BA,Salvador,Paramana (Ilha dos Frades)
BA,Salvador,Parigot De Souza 2
BA,Salvador,Paripe
BA,Salvador,Parque Bela Vista
BA,Salvador,Parque Bela Vista -(brotas)
BA,Salvador,Parque Bela Vista De Brotas
BA,Salvador,Parque Bella Vista
BA,Salvador,Parque Cruz Aguiar
BA,Salvador,Parque Das Bromélias
BA,Salvador,Parque Mandacarú
BA,Salvador,Parque Massangano
BA,Salvador,Parque Sao Paulo
BA,Salvador,Parque São Cristóvão
BA,Salvador,Parque São José
BA,Salvador,Patamaraes
BA,Salvador,Patamares
BA,Salvador,Patamares 1 (Rua Bicuíba)
BA,Salvador,Patamares 2
BA,Salvador,Pau da Lima
BA,Salvador,Pau Da Lima Colina Azul
BA,Salvador,Pau Miúdo
BA,Salvador,Pedra Do Lord
BA,Salvador,Pedra Linda
BA,Salvador,Pedro Raimundo
BA,Salvador,Pelourinho
BA,Salvador,Penha
BA,Salvador,Pepiperi
BA,Salvador,Peri Peri
BA,Salvador,Periperi
BA,Salvador,Pernabues
BA,Salvador,Pernambueis
BA,Salvador,Pernambués
BA,Salvador,Pernanbues
BA,Salvador,Pero Vaz
BA,Salvador,Pero Vaz/liberdade
BA,Salvador,Piatã
BA,Salvador,Piatã Atrás Do Clube Costa Verde
BA,Salvador,Picauia
BA,Salvador,Piedade
BA,Salvador,Piraja Br 324
BA,Salvador,Pirajá
BA,Salvador,Pirajá - Rua Nova
BA,Salvador,Piruaçu
BA,Salvador,Pitangueiras
BA,Salvador,Pituacu Boca Do Rio
BA,Salvador,Pituaçu
BA,Salvador,Pitub
BA,Salvador,Pituba
BA,Salvador,Pituba apart 102
BA,Salvador,Pituba apart- 302
BA,Salvador,Pituba aprt-1002
BA,Salvador,Pituba no Gps- 720
BA,Salvador,Pituba - Costa Azul
BA,Salvador,Pituba Brotas
BA,Salvador,Pituba De Entrega 1
BA,Salvador,Planalto
BA,Salvador,Planalto Real
BA,Salvador,Planalto Real 1
BA,Salvador,Planalto Real 2
BA,Salvador,"Planalto, Cabula"
BA,Salvador,Plataforma
BA,Salvador,Plataforma São João Do Cabrito
BA,Salvador,Plataforma/ Fundo Do Bompreço
BA,Salvador,Plataforma/bariri
BA,Salvador,Politeama
BA,Salvador,Polo Petroquimico
BA,Salvador,Ponta de Nossa Senhora (Ilha dos Frades)
BA,Salvador,Pontinha (Ilha de Bom Jesus dos Passos)
BA,Salvador,Ponto Alto Ii
BA,Salvador,Portal Da Cidade
BA,Salvador,Porto badaue - Pituaçu 02
BA,Salvador,Porto badaue caminho arvores 02
BA,Salvador,Porto Seco Pirajá
BA,Salvador,Portão
BA,Salvador,Portão - Lauro de Freitas
BA,Salvador,Praia do Flamengo
BA,Salvador,Praia do Flamengo 2 Ponte
BA,Salvador,Praia Do Flamingo
BA,Salvador,Praia Do Ipitanga
BA,Salvador,Praia Grande
BA,Salvador,Praia Grande (Ilha de Maré)
BA,Salvador,Praias Do Flamengo
BA,Salvador,Prainha Do Lobato
BA,Salvador,Praça Da Sé
BA,Salvador,praça Municipal
BA,Salvador,Primavera
BA,Salvador,Prnambues
BA,Salvador,Putuba
BA,Salvador,Ql3
BA,Salvador,Quati 1 E 2
BA,Salvador,Quidé
BA,Salvador,Quinta Do Candeal
BA,Salvador,Quintas
BA,Salvador,R Vermelho
BA,Salvador,R. Vermelho
BA,Salvador,Recanto Belavista
BA,Salvador,Recanto das Ilhas
BA,Salvador,Recantos
BA,Salvador,Recreio Ipitanga
BA,Salvador,Refeição extra
BA,Salvador,Região Barra
BA,Salvador,Região Lucaia
BA,Salvador,Região Suburbana
BA,Salvador,Resg
BA,Salvador,Resgate
BA,Salvador,Residencial Mairí
BA,Salvador,Residencial Praia Do Rodeadouro
BA,Salvador,Retiro
BA,Salvador,Ribeira
BA,Salvador,Ribeira?
BA,Salvador,Rio Corrente
BA,Salvador,Rio Sena
BA,Salvador,Rio Senq
BA,Salvador,Rio Vermalho
BA,Salvador,Rio Vermelho
BA,Salvador,Roma
BA,Salvador,Rua de Grécia
BA,Salvador,Rua Do Campo
BA,Salvador,Rua Dr Alfredo Ramalho Fazenda Grande 4
BA,Salvador,Rua Pituba 72
BA,Salvador,Rua Professor Lustosa
BA,Salvador,Rótula do Abacaxi
BA,Salvador,S Agostinho
BA,Salvador,S Maris
BA,Salvador,Saboeiro
BA,Salvador,Saboeiro/cabula
BA,Salvador,Saindo De Mussurunga
BA,Salvador,Salvador
BA,Salvador,Salvador Shopping
BA,Salvador,Salvador Ville
BA,Salvador,San Martin
BA,Salvador,San Martins
BA,Salvador,Santa Cruz
BA,Salvador,Santa Cruz/ Areal
BA,Salvador,Santa Lia
BA,Salvador,Santa Luzia
BA,Salvador,Santa Lúzia Do Lobato
BA,Salvador,Santa Mônica
BA,Salvador,Santa Teresa
BA,Salvador,Santa Teresa Apt 203
BA,Salvador,Santa Tereza
BA,Salvador,Santana (Ilha de Maré)
BA,Salvador,Santo Agostinho
BA,Salvador,Santo Antônio
BA,Salvador,Santo Antônio Além Do Carmo
BA,Salvador,SANTO INÁCIO
BA,Salvador,Santos Dumont
BA,Salvador,Sao Tome
BA,Salvador,Saramadaia
BA,Salvador,Saramandaia
BA,Salvador,Saúde
BA,Salvador,Sem Bairro
BA,Salvador,Sempre verde
BA,Salvador,Sete de Abril
BA,Salvador,Sete Portas
BA,Salvador,Setor A
BA,Salvador,Setor C
BA,Salvador,Setor G
BA,Salvador,Silveira Martins
BA,Salvador,Sitio Retiro Feliz
BA,Salvador,Sol Nascente
BA,Salvador,Soledade
BA,Salvador,Stela Mares
BA,Salvador,Stela Maris
BA,Salvador,Stella 1
BA,Salvador,Stella 2
BA,Salvador,Stella Mares
BA,Salvador,Stella Maris
